Home Team,Away Team,league_x,pred_x,HT_results,AT_results,Home Team points bm,Away Team points bm,difference of points bm,Home Team playing winning ,Away Team playing winning ,Home Team total goals scored bm,Away Team total goals scored bm,Home Team total goals conceeded bm,Away Team total goals conceeded bm,Home Team difference of goals bm,Away Team difference of goals bm,Home Team mean rating bm,Away Team mean rating bm,Home Team possession bm,Away Team possession bm,Home Team total shots bm,Away Team total shots bm,Home Team accuracy shots bm,Away Team accuracy shots bm,Home Team blocked shots by defense bm,Away Team blocked shots by defense bm,Home Team blocked shots by goalkeeper bm,Away Team blocked shots by goalkeeper bm,Home Team defense srength,Away Team defense strength,Home Team goals may be scored,Away Team goals may be scored,Home Team defeat proba,Home Team null proba,Home Team winning proba,Away Team defeat proba,Away Team null proba,Away Team winning proba,playing winning  diff,total goals scored bm diff,total goals conceeded bm diff,difference of goals bm diff,mean rating bm diff,possession bm diff,total shots bm diff,accuracy shots bm diff,blocked shots by defense bm diff,blocked shots by goalkeeper bm diff,defense srength diff,goals may be scored diff,pred_y
FULHAM,ARSENAL,english,"[0.4348236627506661, 0.2347696045902704, 0.3304067326590634]",[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[0.4348236627506661, 0.2347696045902704, 0.3304067326590634]"
CRYSTAL PALACE,SOUTHAMPTON,english,"[0.23329499284710778, 0.21666559133511248, 0.5500394158177798]",[],[],65,86,-21,10,14,62,83,47,32,-20,68,7.094632286560954,7.392117297725782,44.14646795308363,60.73590698452608,15.822903776970634,16.535874500274076,0.4056495025984751,0.4708768123110566,0.15041842652026108,0.21461161441152332,0.8348368678239889,0.7616804717239575,20.397381921118214,12.735865576118524,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,21,-15,88,0.2974850111648273,16.589439031442453,0.7129707233034424,0.0652273097125815,0.06419318789126224,-0.07315639610003144,-7.66151634499969,0,"[0.23329499284710778, 0.21666559133511248, 0.5500394158177798]"
LIVERPOOL,LEEDS UTD,english,"[0.4102531389519422, 0.27129701821153435, 0.3184498428365235]",[],[],39,43,-4,4,4,33,47,55,68,0,0,5.60166944949815,5.573423447952518,49.43460318441066,55.361161490720406,11.052483605235466,15.67598354790971,0.3284336787096267,0.33311948965835947,0.3320871976027996,0.22561056953470057,0.47902809333234986,0.634822963996218,28.663092370592132,15.198690960559107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,13,0,-0.028246001545632282,5.926558306309744,4.623499942674243,0.0046858109487327715,-0.10647662806809902,0.1557948706638681,-13.464401410033025,0,"[0.4102531389519422, 0.27129701821153435, 0.3184498428365235]"
WEST HAM,NEWCASTLE,english,"[0.41791007391241836, 0.31906210885398945, 0.26302781723359225]",[],[],44,59,-15,6,11,41,47,66,48,-28,39,5.866993025760894,5.124734715167142,33.68700124473253,38.86153810356336,10.159626089931407,10.909821924462449,0.6223154503444707,0.3394094108675388,0.13672453106317609,0.3699096033378758,0.4044310579266104,0.7127433961670189,17.1947099905383,13.367932788059262,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,-18,67,-0.7422583105937521,5.174536858830834,0.7501958345310413,-0.2829060394769319,0.23318507227469973,0.3083123382404085,-3.826777202479038,0,"[0.41791007391241836, 0.31906210885398945, 0.26302781723359225]"
WEST BROM,LEICESTER CITY,english,"[0.46880650136853036, 0.25311758854013594, 0.27807591009133353]",[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[0.46880650136853036, 0.25311758854013594, 0.27807591009133353]"
TOTTENHAM,EVERTON,english,"[0.43747126800195474, 0.23619909725868707, 0.3263296347393581]",[],[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[0.43747126800195474, 0.23619909725868707, 0.3263296347393581]"
SHEFFIELD UTD,WOLVES,english,"[0.4277441372105519, 0.23697347961551785, 0.3352823831739302]",[],[],62,55,7,10,9,68,55,45,46,11,46,6.522019270450983,6.3173386959941125,55.951355618584785,36.848913233676285,12.63651302899234,11.996128602280805,0.39173094460407465,0.3866971353118426,0.37366988275206914,0.15852804482491373,0.6761739322186393,0.7672406354390355,13.40098833650236,20.848054820416273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-13,1,35,-0.20468057445687027,-19.1024423849085,-0.6403844267115346,-0.005033809292232072,-0.2151418379271554,0.09106670322039623,7.447066483913913,0,"[0.4277441372105519, 0.23697347961551785, 0.3352823831739302]"
BRIGHTON,CHELSEA,english,"[0.4895494123636086, 0.24054288140845287, 0.26990770622793864]",[],[],66,45,21,9,5,68,36,50,52,-9,68,6.081264183636085,5.832351285763433,48.4777271676503,55.24457561429881,10.964109391330567,13.098490648400912,0.48490993164784796,0.2994580729150328,0.23470191711362062,0.3382443584326263,0.2269821566213907,0.6291723503597773,13.30197667300472,12.337711203332546,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-32,2,77,-0.24891289787265158,6.76684844664851,2.134381257070345,-0.18545185873281517,0.10354244131900567,0.40219019373838655,-0.9642654696721742,0,"[0.4895494123636086, 0.24054288140845287, 0.26990770622793864]"
BURNLEY,MAN UTD,english,"[0.3061127162715931, 0.2593269911415014, 0.4345602925869056]",[],[],45,61,-16,6,10,46,55,62,39,52,55,6.731107753713877,7.150614462124213,36.95910389288474,56.17310245746921,11.737231618149963,12.104492032754933,0.38399042451169707,0.37751399497283933,0.249942396910122,0.2914040189479504,0.3835272517802271,0.8706834809707895,15.842833988068197,13.671691409943197,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,-23,3,0.4195067084103359,19.21399856458447,0.3672604146049707,-0.006476429538857742,0.04146162203782844,0.4871562291905624,-2.171142578125,0,"[0.3061127162715931, 0.2593269911415014, 0.4345602925869056]"
MAN CITY,ASTON VILLA,english,"[0.39047940121525787, 0.2255839401376397, 0.38393665864710247]",[],[],74,67,7,9,10,73,58,44,36,8,91,6.612641575899033,6.238241266106343,49.57487333192694,65.06344298287149,10.419570371042937,19.6279675550104,0.4101114677668515,0.3301504907408957,0.11485994070012313,0.2635847983027697,0.7084589888501795,0.4998347464549754,15.668855601666273,14.924027410208137,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-15,-8,83,-0.3744003097926907,15.488569650944555,9.208397183967463,-0.07996097702595578,0.1487248576026466,-0.20862424239520416,-0.7448281914581365,0,"[0.39047940121525787, 0.2255839401376397, 0.38393665864710247]"
EVERTON,WEST BROM,english,"[0.4862306338489224, 0.24089387355179837, 0.2728754925992791]",['win'],['lose'],3,0,3,0,0,1,0,0,3,1,-1,7.2,4.5,49.0,37.0,15.0,7.0,0.26666666666666666,0.14285714285714285,0.26666666666666666,0.42857142857142855,1.0,0.5714285714285714,85.0,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,3,-2,-2.7,-12.0,-8.0,-0.12380952380952381,0.16190476190476188,-0.4285714285714286,-59.0,0,"[0.4862306338489224, 0.24089387355179837, 0.2728754925992791]"
LEEDS UTD,FULHAM,english,"[0.4863968234407761, 0.2676881316633414, 0.24591504489588242]",['win'],['lose'],0,0,0,0,0,3,0,4,3,-1,1,5.8,5.2,52.0,45.0,6.0,5.0,0.5,0.4,0.3333333333333333,0.2,0.3333333333333333,0.5,70.0,16.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,-1,2,-0.5999999999999996,-7.0,-1.0,-0.09999999999999998,-0.1333333333333333,0.16666666666666669,-54.0,-1,"[0.4863968234407761, 0.2676881316633414, 0.24591504489588242]"
MAN UTD,CRYSTAL PALACE,english,"[0.5326212473641312, 0.2652822892000811, 0.2020964634357877]",['lose'],['win'],3,3,0,0,0,1,1,0,0,1,0,7.0,5.8,63.0,30.0,13.0,5.0,0.5384615384615384,0.6,0.3076923076923077,0.2,0.0,1.0,70.0,49.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-1,-1.2000000000000002,-33.0,-8.0,0.06153846153846154,-0.1076923076923077,1.0,-21.0,3,"[0.5326212473641312, 0.2652822892000811, 0.2020964634357877]"
ARSENAL,WEST HAM,english,"[0.5689725626510547, 0.1915209685665759, 0.23950646878236942]",['win'],['lose'],3,0,3,0,0,3,0,0,2,3,-3,8.1,5.6,55.0,58.0,13.0,15.0,0.46153846153846156,0.2,0.23076923076923078,0.4666666666666667,1.0,0.0,32.0,32.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,2,-6,-2.5,3.0,2.0,-0.26153846153846155,0.2358974358974359,-1.0,0.0,-6,"[0.5689725626510547, 0.1915209685665759, 0.23950646878236942]"
SOUTHAMPTON,TOTTENHAM,english,"[0.5349563784891453, 0.25613615743201745, 0.20890746407883715]",['lose'],['lose'],0,0,0,0,0,0,0,1,1,-1,1,6.5,6.0,70.0,51.0,9.0,9.0,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.75,92.0,35.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,-0.5,-19.0,0.0,0.0,0.2222222222222222,0.08333333333333337,-57.0,1,"[0.5349563784891453, 0.25613615743201745, 0.20890746407883715]"
NEWCASTLE,BRIGHTON,english,"[0.4223327970984004, 0.26603038056219835, 0.3116368223394014]",['lose'],['lose'],3,0,3,0,0,2,1,0,3,2,-1,6.7,5.3,42.0,52.0,15.0,13.0,0.13333333333333333,0.23076923076923078,0.4,0.3076923076923077,1.0,0.4,81.0,17.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,3,-3,-1.4000000000000004,10.0,-2.0,0.09743589743589745,-0.09230769230769231,-0.6,-64.0,-1,"[0.4223327970984004, 0.26603038056219835, 0.3116368223394014]"
CHELSEA,LIVERPOOL,english,"[0.4735999289242548, 0.20309677084277492, 0.3233033002329703]",['lose'],['win'],3,3,0,0,0,3,4,1,3,2,2,7.7,6.8,48.0,48.0,10.0,22.0,0.5,0.2727272727272727,0.3,0.5909090909090909,0.6666666666666666,0.0,44.0,26.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,-0.9000000000000004,0.0,12.0,-0.2272727272727273,0.29090909090909095,-0.6666666666666666,-18.0,-3,"[0.4735999289242548, 0.20309677084277492, 0.3233033002329703]"
LEICESTER CITY,BURNLEY,english,"[0.5865933046095382, 0.20771512068807302, 0.20569157470238883]",['win'],['lose'],3,0,3,0,0,3,0,0,1,3,-3,8.6,5.3,63.0,37.0,13.0,12.0,0.5384615384615384,0.0,0.23076923076923078,0.4166666666666667,1.0,0.8571428571428571,49.0,30.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,1,-6,-3.3,-26.0,-1.0,-0.5384615384615384,0.1858974358974359,-0.1428571428571429,-19.0,-1,"[0.5865933046095382, 0.20771512068807302, 0.20569157470238883]"
ASTON VILLA,SHEFFIELD UTD,english,"[0.33311822728179896, 0.32709302122282513, 0.33978875149537585]",['win'],['lose'],0,0,0,0,0,0,0,2,2,-2,2,5.0,5.6,31.0,55.0,11.0,9.0,0.36363636363636365,0.2222222222222222,0.2727272727272727,0.2222222222222222,0.7777777777777778,0.5,69.0,41.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0.5999999999999996,24.0,-2.0,-0.14141414141414144,-0.0505050505050505,-0.2777777777777778,-28.0,-2,"[0.33311822728179896, 0.32709302122282513, 0.33978875149537585]"
WOLVES,MAN CITY,english,"[0.2648090486189279, 0.27410249665984465, 0.46108845472122745]",['lose'],['win'],3,3,0,0,0,2,2,0,0,2,0,6.9,7.7,45.0,69.0,11.0,28.0,0.36363636363636365,0.32142857142857145,0.18181818181818182,0.42857142857142855,1.0,1.0,98.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2,0.7999999999999998,24.0,17.0,-0.042207792207792194,0.24675324675324672,0.0,-68.0,0,"[0.2648090486189279, 0.27410249665984465, 0.46108845472122745]"
BRIGHTON,MAN UTD,english,"[0.4352259934015948, 0.20515960482768725, 0.3596144017707179]","['lose', 'lose']","['lose', 'lose']",3,3,0,0,1,4,2,3,3,1,1,6.4,6.1,52.5,69.5,13.0,15.0,0.34615384615384615,0.3868778280542986,0.19230769230769232,0.41855203619909503,0.2,0.2,33.375,41.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,-2,0,0,-0.3000000000000007,17.0,2.0,0.040723981900452455,0.22624434389140272,0.0,8.125,0,"[0.4352259934015948, 0.20515960482768725, 0.3596144017707179]"
CRYSTAL PALACE,EVERTON,english,"[0.23168532331659744, 0.3377708084932405, 0.43054386819016205]","['win', 'lose']","['win', 'win']",6,6,0,1,1,4,6,1,2,3,3,6.85,15.399999999999999,27.0,121.0,9.5,32.0,0.47857142857142854,0.6784313725490196,0.24285714285714285,0.5607843137254902,0.875,1.5,33.0,100.0,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,8.549999999999999,94.0,22.5,0.1998599439775911,0.3179271708683473,0.625,67.0,2,"[0.23168532331659744, 0.3377708084932405, 0.43054386819016205]"
WEST BROM,CHELSEA,english,"[0.4624806007231911, 0.2916847608309537, 0.24583463844585515]","['lose', 'draw']","['lose', 'win']",0,3,-3,0,1,2,3,8,3,-6,9,9.7,6.35,65.0,43.5,13.0,7.5,0.8095238095238095,0.55,0.5952380952380952,0.15,0.8571428571428571,0.6666666666666666,134.0,33.5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-5,15,-3.3499999999999996,-21.5,-5.5,-0.2595238095238095,-0.4452380952380952,-0.19047619047619047,-100.5,-2,"[0.4624806007231911, 0.2916847608309537, 0.24583463844585515]"
BURNLEY,SOUTHAMPTON,english,"[0.34553233465507793, 0.3074913233255478, 0.3469763420193743]","['lose', 'lose']","['lose', 'win']",0,0,0,0,0,2,2,5,6,-3,5,5.05,5.55,34.5,61.5,14.0,11.5,0.15625,0.5277777777777778,0.30208333333333337,0.12698412698412698,0.5952380952380952,0.41666666666666663,30.0,51.25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,8,0.5,27.0,-2.5,0.3715277777777778,-0.1750992063492064,-0.1785714285714286,21.25,0,"[0.34553233465507793, 0.3074913233255478, 0.3469763420193743]"
SHEFFIELD UTD,LEEDS UTD,english,"[0.3986553264379216, 0.26722448643920393, 0.33412018712287433]","['lose', 'lose']","['win', 'draw']",0,3,-3,0,0,0,7,3,7,-3,10,5.199999999999999,6.5,41.5,51.0,6.5,8.0,0.2361111111111111,0.6,0.2361111111111111,0.21666666666666667,0.5,0.41666666666666663,37.25,42.5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,4,13,1.3000000000000007,9.5,1.5,0.3638888888888889,-0.01944444444444443,-0.08333333333333337,5.25,1,"[0.3986553264379216, 0.26722448643920393, 0.33412018712287433]"
TOTTENHAM,NEWCASTLE,english,"[0.5333346874775624, 0.23422305247373124, 0.2324422600487064]","['lose', 'draw']","['lose', 'win']",3,3,0,0,1,5,2,3,3,2,0,6.5,5.65,49.0,44.5,9.0,10.5,0.6111111111111112,0.06666666666666667,0.2777777777777778,0.3666666666666667,0.7321428571428572,0.75,38.375,49.25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,-3,0,-2,-0.8499999999999996,-4.5,1.5,-0.5444444444444445,0.0888888888888889,0.017857142857142794,10.875,-1,"[0.5333346874775624, 0.23422305247373124, 0.2324422600487064]"
MAN CITY,LEICESTER CITY,english,"[0.6095366754735012, 0.21995188902586663, 0.17051143550063216]","['win', 'lose']","['win', 'lose']",6,6,0,1,1,5,7,1,2,4,3,7.75,7.949999999999999,67.0,65.5,21.0,13.5,0.4821428571428572,0.48351648351648346,0.2857142857142857,0.32967032967032966,0.5,0.8,32.875,31.5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,-1,0.1999999999999993,-1.5,-7.5,0.0013736263736262577,0.043956043956043966,0.30000000000000004,-1.375,1,"[0.6095366754735012, 0.21995188902586663, 0.17051143550063216]"
WEST HAM,WOLVES,english,"[0.497315564223928, 0.2690401061356119, 0.23364432964046006]","['lose', 'win']","['lose', 'win']",0,3,-3,0,1,1,3,4,3,-3,6,5.699999999999999,6.0,47.5,40.0,14.5,10.5,0.20714285714285713,0.2318181818181818,0.4119047619047619,0.2909090909090909,0.16666666666666666,0.8333333333333333,22.375,54.25,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2,-1,9,0.3000000000000007,-7.5,-4.0,0.024675324675324684,-0.12099567099567099,0.6666666666666666,31.875,1,"[0.497315564223928, 0.2690401061356119, 0.23364432964046006]"
FULHAM,ASTON VILLA,english,"[0.44033494228805287, 0.2534073763048175, 0.3062576814071296]","['lose', 'lose']","['win', 'win']",0,3,-3,0,0,3,1,7,2,-4,5,5.300000000000001,5.8,47.5,51.5,9.5,14.5,0.41428571428571426,0.23737373737373738,0.20714285714285713,0.27525252525252525,0.4642857142857143,0.8888888888888888,30.5,45.5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,-5,9,0.4999999999999991,4.0,5.0,-0.17691197691197688,0.06810966810966812,0.42460317460317454,15.0,1,"[0.44033494228805287, 0.2534073763048175, 0.3062576814071296]"
LIVERPOOL,ARSENAL,english,"[0.4840224902438435, 0.2676961636787313, 0.24828134607742527]","['win', 'win']","['win', 'win']",6,6,0,1,1,6,5,3,1,3,2,7.0,7.449999999999999,54.5,59.0,20.0,10.0,0.303030303030303,0.44505494505494503,0.3787878787878788,0.32967032967032966,0.5,0.8333333333333333,18.25,24.25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-2,-1,0.4499999999999993,4.5,-10.0,0.14202464202464204,-0.04911754911754912,0.33333333333333326,6.0,0,"[0.4840224902438435, 0.2676961636787313, 0.24828134607742527]"
CHELSEA,CRYSTAL PALACE,english,"[0.49300197248885796, 0.2621650116562485, 0.24483301585489364]","['lose', 'win', 'draw']","['win', 'lose', 'draw']",4,6,-2,0,1,6,5,6,3,0,5,6.675,6.125,59.75,34.5,14.75,8.75,0.5022727272727273,0.30178571428571427,0.21136363636363636,0.43392857142857144,0.3333333333333333,0.7375,46.5,23.25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,-3,5,-0.5499999999999998,-25.25,-6.0,-0.20048701298701305,0.22256493506493508,0.40416666666666673,-23.25,0,"[0.49300197248885796, 0.2621650116562485, 0.24483301585489364]"
EVERTON,BRIGHTON,english,"[0.6324762889220907, 0.18712160166745814, 0.18040210941045112]","['win', 'win', 'draw']","['lose', 'lose', 'draw']",9,3,6,1,1,8,6,3,6,5,1,11.25,5.85,89.5,53.25,21.0,15.5,0.5892156862745098,0.31196581196581197,0.3803921568627451,0.20726495726495725,0.75,0.1,22.625,20.1875,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,3,-4,-5.4,-36.25,-5.5,-0.27724987430869785,-0.17312719959778783,-0.65,-2.4375,-4,"[0.6324762889220907, 0.18712160166745814, 0.18040210941045112]"
LEEDS UTD,MAN CITY,english,"[0.367710678636029, 0.23627699854289666, 0.3960123228210744]","['win', 'draw', 'lose']","['win', 'lose', 'win']",6,6,0,1,1,8,7,7,6,1,6,7.0,6.025,57.5,69.5,12.5,18.5,0.5647058823529412,0.3973214285714286,0.19656862745098042,0.26785714285714285,0.7083333333333333,0.39285714285714285,24.6875,20.4375,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,-0.9749999999999996,12.0,6.0,-0.16738445378151257,0.07128851540616243,-0.3154761904761904,-4.25,0,"[0.367710678636029, 0.23627699854289666, 0.3960123228210744]"
NEWCASTLE,BURNLEY,english,"[0.462374460238699, 0.24755617164504612, 0.29006936811625494]","['lose', 'win', 'lose']","['lose', 'lose', 'lose']",4,0,4,0,0,3,2,4,6,-1,3,5.625,5.475,39.25,44.25,8.25,11.5,0.11666666666666667,0.1892361111111111,0.43333333333333335,0.3732638888888889,0.8333333333333333,0.2976190476190476,26.09375,25.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,2,4,-0.15000000000000036,5.0,3.25,0.07256944444444444,-0.06006944444444445,-0.5357142857142856,-0.34375,0,"[0.462374460238699, 0.24755617164504612, 0.29006936811625494]"
LEICESTER CITY,WEST HAM,english,"[0.5159826915309438, 0.2376603095846326, 0.2463569988844237]","['win', 'lose', 'lose']","['lose', 'win', 'draw']",9,3,6,1,0,12,5,4,4,8,-3,8.125,7.0,46.75,42.25,10.25,14.75,0.7417582417582418,0.33690476190476193,0.16483516483516483,0.23928571428571427,0.7,0.5833333333333334,19.21875,18.9375,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-7,0,-11,-1.125,-4.5,4.5,-0.40485347985347986,0.07445054945054944,-0.11666666666666659,-0.28125,-1,"[0.5159826915309438, 0.2376603095846326, 0.2463569988844237]"
SOUTHAMPTON,WEST BROM,english,"[0.4870323675487406, 0.25770319879666254, 0.25526443365459695]","['lose', 'win', 'win']","['lose', 'draw', 'draw']",3,1,2,0,0,3,5,6,11,-3,8,6.125,7.85,53.75,44.5,8.25,11.0,0.36388888888888893,0.5714285714285714,0.2634920634920635,0.4087301587301587,0.7083333333333333,0.7785714285714285,28.875,79.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,11,1.7249999999999996,-9.25,2.75,0.20753968253968247,0.14523809523809522,0.07023809523809521,50.125,1,"[0.4870323675487406, 0.25770319879666254, 0.25526443365459695]"
WOLVES,FULHAM,english,"[0.4674536066300568, 0.2877922856368845, 0.24475410773305867]","['lose', 'win', 'draw']","['lose', 'lose', 'lose']",3,0,3,0,0,3,3,7,10,-4,7,5.4,5.0,51.5,56.25,10.75,12.75,0.20681818181818182,0.30089285714285713,0.3727272727272727,0.22857142857142856,0.6309523809523809,0.43214285714285716,16.21875,21.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,11,-0.40000000000000036,4.75,2.0,0.09407467532467531,-0.14415584415584412,-0.19880952380952377,5.53125,0,"[0.4674536066300568, 0.2877922856368845, 0.24475410773305867]"
ARSENAL,SHEFFIELD UTD,english,"[0.5882549077471125, 0.21001014677017213, 0.20173494548271537]","['win', 'win', 'lose']","['lose', 'lose', 'draw']",6,0,6,1,0,6,0,4,4,2,-2,6.324999999999999,5.3,46.5,38.75,7.0,10.25,0.5975274725274725,0.2609126984126984,0.16483516483516483,0.29662698412698413,0.7291666666666666,0.6944444444444444,18.5625,31.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-6,0,-4,-1.0249999999999995,-7.75,3.25,-0.33661477411477414,0.1317918192918193,-0.03472222222222221,12.8125,0,"[0.5882549077471125, 0.21001014677017213, 0.20173494548271537]"
MAN UTD,TOTTENHAM,english,"[0.44323580243040117, 0.237186409095065, 0.31957778847453394]","['lose', 'lose', 'draw']","['lose', 'draw', 'draw']",6,4,2,0,1,5,6,5,4,0,6,6.35,6.85,57.75,57.5,11.0,16.0,0.4077246283128636,0.5664251207729469,0.4235617323852618,0.22584541062801933,0.4,0.3660714285714286,18.09375,27.6875,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-1,6,0.5,-0.25,5.0,0.15870049246008333,-0.19771632175724246,-0.03392857142857142,9.59375,1,"[0.44323580243040117, 0.237186409095065, 0.31957778847453394]"
ASTON VILLA,LIVERPOOL,english,"[0.2248565624647211, 0.24119620443484557, 0.5339472331004332]","['win', 'win', 'lose']","['win', 'win', 'win']",6,9,-3,1,1,4,9,2,4,2,7,6.8,7.25,43.25,60.25,13.25,20.5,0.32702020202020204,0.34199134199134196,0.26262626262626265,0.33225108225108224,0.9444444444444444,0.5833333333333333,24.375,13.625,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,5,0.4500000000000002,17.0,7.25,0.014971139971139913,0.06962481962481959,-0.36111111111111116,-10.75,-1,"[0.2248565624647211, 0.24119620443484557, 0.5339472331004332]"
EVERTON,LIVERPOOL,english,"[0.4886562964510651, 0.2527551758142551, 0.25858852773467983]","['win', 'win', 'draw', 'lose']","['win', 'win', 'win', 'win']",12,9,3,2,1,12,11,5,11,7,4,9.575,5.725,66.25,64.625,16.0,17.25,0.5673351158645277,0.4567099567099567,0.3265597147950089,0.3446969696969697,0.5416666666666666,0.47348484848484845,18.0625,18.84375,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,6,-3,-3.8499999999999996,-1.625,1.25,-0.110625159154571,0.01813725490196083,-0.06818181818181818,0.78125,0,"[0.4886562964510651, 0.2527551758142551, 0.25858852773467983]"
CHELSEA,SOUTHAMPTON,english,"[0.4852808546904511, 0.2634552129680212, 0.25126393234152766]","['lose', 'win', 'draw', 'win']","['lose', 'win', 'win', 'win']",7,6,1,1,1,10,5,6,6,4,1,7.3375,6.7625,65.375,57.875,15.875,10.625,0.42760695187165776,0.4511752136752137,0.25274064171122995,0.1702075702075702,0.16666666666666666,0.8541666666666666,30.5,18.6875,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-5,0,-3,-0.5750000000000002,-7.5,-5.25,0.023568261803555923,-0.08253307150365974,0.6875,-11.8125,1,"[0.4852808546904511, 0.2634552129680212, 0.25126393234152766]"
MAN CITY,ARSENAL,english,"[0.4908610060578156, 0.24152179980540447, 0.2676171941367799]","['win', 'lose', 'win', 'draw']","['win', 'win', 'lose', 'lose']",7,9,-2,1,1,8,8,7,5,1,7,6.0125,6.7124999999999995,58.75,55.75,20.75,6.5,0.24213897515527952,0.7154304029304029,0.28610248447204967,0.16575091575091574,0.625,0.6145833333333333,16.296875,17.53125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2,6,0.6999999999999993,-3.0,-14.25,0.47329142777512345,-0.12035156872113392,-0.01041666666666674,1.234375,0,"[0.4908610060578156, 0.24152179980540447, 0.2676171941367799]"
NEWCASTLE,MAN UTD,english,"[0.45114879825676124, 0.27547924056503503, 0.2733719611782038]","['lose', 'win', 'lose', 'win']","['lose', 'lose', 'draw', 'lose']",7,6,1,1,2,6,6,5,11,1,5,6.1125,4.925,43.625,47.875,9.125,8.0,0.30833333333333335,0.4038623141564318,0.26666666666666666,0.3117808661926309,0.75,0.325,27.046875,13.796875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,4,-1.1875,4.25,-1.125,0.09552898082309846,0.04511419952596424,-0.425,-13.25,0,"[0.45114879825676124, 0.27547924056503503, 0.2733719611782038]"
SHEFFIELD UTD,FULHAM,english,"[0.37111686887305756, 0.2583438063738736, 0.3705393247530688]","['lose', 'lose', 'draw', 'lose']","['lose', 'lose', 'lose', 'win']",0,0,0,0,0,1,3,6,11,-5,8,5.5,5.55,36.875,54.625,8.125,11.375,0.2971230158730158,0.25044642857142857,0.3149801587301587,0.2642857142857143,0.6472222222222221,0.6160714285714286,17.765625,14.3046875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,13,0.04999999999999982,17.75,3.25,-0.04667658730158725,-0.05069444444444443,-0.03115079365079354,-3.4609375,0,"[0.37111686887305756, 0.2583438063738736, 0.3705393247530688]"
