Home Team,Away Team,league_x,pred_x,HT_results,AT_results,Home Team points bm,Away Team points bm,difference of points bm,Home Team playing winning ,Away Team playing winning ,Home Team total goals scored bm,Away Team total goals scored bm,Home Team total goals conceeded bm,Away Team total goals conceeded bm,Home Team difference of goals bm,Away Team difference of goals bm,Home Team mean rating bm,Away Team mean rating bm,Home Team possession bm,Away Team possession bm,Home Team total shots bm,Away Team total shots bm,Home Team accuracy shots bm,Away Team accuracy shots bm,Home Team blocked shots by defense bm,Away Team blocked shots by defense bm,Home Team blocked shots by goalkeeper bm,Away Team blocked shots by goalkeeper bm,Home Team defense srength,Away Team defense strength,Home Team goals may be scored,Away Team goals may be scored,Home Team defeat proba,Home Team null proba,Home Team winning proba,Away Team defeat proba,Away Team null proba,Away Team winning proba,playing winning  diff,total goals scored bm diff,total goals conceeded bm diff,difference of goals bm diff,mean rating bm diff,possession bm diff,total shots bm diff,accuracy shots bm diff,blocked shots by defense bm diff,blocked shots by goalkeeper bm diff,defense srength diff,goals may be scored diff,pred_y
REAL MADRID,VALENCIA,spanish,"[0.6981016171419506, 0.18879597477234586, 0.11310240808570347]","['win', 'win', 'lose', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'draw', 'win', 'win']","['win', 'draw', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'win', 'lose']",46,24,22,7,2,39,28,19,30,20,8,6.461422395706177,6.12752776145935,60.47834396362305,50.16149950027466,14.040630340576172,13.533155918121338,0.3745973847947226,0.2419090514811872,0.24440921128417226,0.27491232897658036,0.6370838483174641,0.6492720418506198,13.226729135285495,16.924714309589035,0,0,0.2558139534883721,0.30708661417322836,0.5116279069767442,0.3700787401574803,0.23255813953488372,0.3228346456692913,-5,-11,11,-12,-0.3338946342468265,-10.316844463348389,-0.507474422454834,-0.1326883333135354,0.0305031176924081,0.0121881935331557,3.6979851743035397,0,"[0.6981016171419506, 0.18879597477234586, 0.11310240808570347]"
LEVANTE,OSASUNA,spanish,"[0.512770254897569, 0.246618146104569, 0.2406115989978619]","['draw', 'lose', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose']","['lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win', 'lose', 'lose']",28,22,6,4,1,32,21,32,31,0,21,6.511641359329223,6.362332820892334,58.10109329223633,46.695016860961914,11.296991348266602,11.999895095825195,0.5593472242955673,0.36229033761263185,0.16485956966907978,0.2038200303602859,0.5104910985017435,0.6036161509427157,16.28158327057099,22.36512862618565,0,0,0.4727272727272727,0.2196969696969697,0.2727272727272727,0.3560606060606061,0.2545454545454545,0.42424242424242425,-3,-11,-1,21,-0.1493085384368893,-11.406076431274414,0.7029037475585938,-0.19705688668293542,0.03896046069120612,0.09312505244097224,6.08354535561466,0,"[0.512770254897569, 0.246618146104569, 0.2406115989978619]"
VILLARREAL,REAL BETIS,spanish,"[0.4830539682693687, 0.2749119224494769, 0.2420341092811544]","['draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw']","['win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win']",36,30,6,5,4,31,29,22,37,9,20,6.347483730316162,6.115031528472901,50.62709617614746,46.047301292419434,7.812833786010742,8.563732624053955,0.42892630402241194,0.5476027323038052,0.18074845366413114,0.23252356950051198,0.33700851334465876,0.5464505248599583,14.22003291310466,14.480257252371302,0,0,0.47297297297297297,0.2513089005235602,0.3108108108108108,0.4816753926701571,0.21621621621621623,0.2670157068062827,-1,-2,15,11,-0.23245220184326065,-4.579794883728027,0.7508988380432129,0.11867642828139324,0.051775115836380836,0.2094420115152995,0.26022433926664235,0,"[0.4830539682693687, 0.2749119224494769, 0.2420341092811544]"
CÁDIZ CF,ATHLETIC,spanish,"[0.4255245455300884, 0.32922999359373223, 0.2452454608761794]","['lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'win']","['lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose']",24,25,-1,2,1,20,29,35,28,-15,44,5.107557153701782,6.260757827758789,31.11620044708252,46.99377679824829,5.947588920593262,9.686473369598389,0.4746298746973233,0.29874254042683207,0.010659585680280413,0.2863032617234303,0.31249522935776486,0.54955628712972,11.838491930373493,13.84942861917807,0,0,0.2222222222222222,0.23684210526315788,0.5228758169934641,0.41228070175438597,0.2549019607843137,0.3508771929824561,-1,9,-7,59,1.1532006740570075,15.877576351165771,3.738884449005127,-0.17588733427049125,0.2756436760431499,0.23706105777195519,2.010936688804577,0,"[0.4255245455300884, 0.32922999359373223, 0.2452454608761794]"
REAL BETIS,GETAFE,spanish,"[0.5612895467295522, 0.2596706459835241, 0.17903980728692376]","['win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win', 'lose']","['win', 'win', 'win', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'draw', 'lose', 'win', 'draw', 'draw', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'lose', 'draw']",33,24,9,5,2,31,17,38,29,-7,24,6.257515764236451,5.154173374176025,45.02365064620972,41.22648644447327,11.781866312026978,5.1200385093688965,0.40713469948523595,0.11794804368118081,0.28292845141692263,0.523141079515844,0.6732252624299792,0.54919962088267,15.680008228276165,18.312067698449482,0,0,0.3228346456692913,0.28378378378378377,0.3700787401574803,0.2702702702702703,0.30708661417322836,0.44594594594594594,-3,-14,-9,31,-1.1033423900604253,-3.79716420173645,-6.661827802658081,-0.2891866558040551,0.24021262809892135,-0.1240256415473091,2.632059470173317,0,"[0.5612895467295522, 0.2596706459835241, 0.17903980728692376]"
ELCHE,EIBAR,spanish,"[0.44372116185557997, 0.2625492982641084, 0.29372953988031164]","['lose', 'draw', 'win', 'draw', 'draw', 'lose', 'draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win']","['draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'draw']",18,21,-3,1,3,19,19,36,26,-17,36,5.53606424331665,5.743887424468994,47.97769355773926,49.814828395843506,7.4812657833099365,13.520995616912842,0.2746471876017803,0.20730919396639924,0.17007396217720505,0.3105854089880574,0.5342990801447913,0.2626979271570842,16.474630204410687,27.591282156546413,0,0,0.35106382978723405,0.373134328358209,0.3723404255319149,0.23880597014925373,0.2765957446808511,0.3880597014925373,2,0,-10,53,0.2078231811523441,1.837134838104248,6.039729833602905,-0.06733799363538107,0.14051144681085237,-0.27160115298770715,11.116651952135726,0,"[0.44372116185557997, 0.2625492982641084, 0.29372953988031164]"
ATLETICO MADRID,LEVANTE,spanish,"[0.7697939099317109, 0.15741891128545593, 0.07278717878283306]","['win', 'win', 'draw', 'win', 'win', 'win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win']","['draw', 'lose', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose']",58,28,30,10,2,47,32,15,33,32,0,6.65313241481781,6.0558206796646115,54.91447353363037,60.550546646118164,9.84126591682434,12.1484956741333,0.3609781141092078,0.4335197659939375,0.18748615465024826,0.2747374771422322,0.16080206632614136,0.5052455492508717,18.847697908821374,16.140791635285495,0,0,0.3409090909090909,0.23469387755102042,0.5113636363636364,0.336734693877551,0.14772727272727273,0.42857142857142855,-8,-15,18,-32,-0.5973117351531982,5.636073112487793,2.30722975730896,0.07254165188472966,0.08725132249198392,0.34444348292473037,-2.7069062735358784,0,"[0.7697939099317109, 0.15741891128545593, 0.07278717878283306]"
VALENCIA,CELTA,spanish,"[0.4240913397541777, 0.2502604799163015, 0.32564818032952086]","['win', 'draw', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'lose']","['win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'win', 'lose', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'draw', 'draw', 'lose', 'draw']",24,29,-5,3,1,28,29,32,34,-4,33,5.613763880729675,6.536545777320862,44.58074975013733,53.99233841896057,8.766577959060669,8.190927267074585,0.2459545257405936,0.4737738721876099,0.3874561644882902,0.23973680071392683,0.6817788780681671,0.43321879591260637,9.806682283821374,16.949260408821374,0,0,0.42424242424242425,0.2857142857142857,0.3560606060606061,0.24489795918367346,0.2196969696969697,0.46938775510204084,-2,1,2,37,0.9227818965911876,9.411588668823242,-0.575650691986084,0.22781934644701632,-0.14771936377436334,-0.2485600821555607,7.142578125,0,"[0.4240913397541777, 0.2502604799163015, 0.32564818032952086]"
VALLADOLID,REAL MADRID,spanish,"[0.13992920538951661, 0.19656528794388423, 0.663505506666599]","['draw', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose']","['win', 'win', 'lose', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'draw', 'win', 'win', 'win']",21,49,-28,2,7,22,41,34,19,-12,53,5.495635747909546,7.030711197853089,47.05387020111084,60.73917198181152,6.151415109634399,15.020315170288086,0.2604705990816356,0.4060486923973613,0.23391457059722404,0.27845460564208613,0.5586207855315436,0.8185419241587321,28.545641078273206,9.613364567642748,0,0,0.5706806282722513,0.23923444976076555,0.23036649214659685,0.5311004784688995,0.19895287958115182,0.22966507177033493,5,19,-15,65,1.5350754499435428,13.685301780700684,8.868900060653687,0.1455780933157257,0.04454003504486209,0.25992113862718846,-18.93227651063046,0,"[0.13992920538951661, 0.19656528794388423, 0.663505506666599]"
BARCELONA,CÁDIZ CF,spanish,"[0.862133279586516, 0.07888052519488142, 0.05898619521860262]","['win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'draw']","['lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'win', 'win']",49,24,25,8,4,52,20,21,39,31,-11,7.717784810066223,4.853778576850891,67.80020380020142,36.55810022354126,14.883461952209473,8.47379446029663,0.46331516156412017,0.32822402825775254,0.18801369637736795,0.18714797465832203,0.5792455355326335,0.40624761467888243,12.245064313092826,10.919245965186747,0,0,0.38461538461538464,0.1781609195402299,0.3626373626373626,0.4942528735632184,0.25274725274725274,0.3275862068965517,-4,-32,18,-42,-2.864006233215332,-31.242103576660156,-6.409667491912842,-0.13509113330636763,-0.0008657217190459199,-0.17299792085375104,-1.325818347906079,0,"[0.862133279586516, 0.07888052519488142, 0.05898619521860262]"
REAL SOCIEDAD,ALAVÉS,spanish,"[0.7804465199679327, 0.15721866096980194, 0.062334819062265345]","['draw', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'draw', 'win', 'win', 'win']","['lose', 'draw', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'draw']",38,22,16,4,2,37,20,20,34,17,3,6.680562973022461,5.364896059036255,61.142154693603516,37.669525146484375,8.680795669555664,10.143924236297607,0.5071712953700112,0.2881222145209925,0.1585724306801286,0.20634617063416694,0.12416941551935105,0.6524187430502877,17.65603384922474,11.622532156546413,0,0,0.22966507177033493,0.27848101265822783,0.5311004784688995,0.34177215189873417,0.23923444976076555,0.379746835443038,-2,-17,14,-14,-1.315666913986206,-23.47262954711914,1.4631285667419434,-0.21904908084901864,0.04777373995403833,0.5282493275309367,-6.033501692678328,0,"[0.7804465199679327, 0.15721866096980194, 0.062334819062265345]"
HUESCA,GRANADA,spanish,"[0.4421193159522991, 0.27966512319122433, 0.27821556085647664]","['lose', 'draw', 'draw', 'draw', 'lose', 'win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'lose']","['win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'draw', 'lose', 'draw', 'win', 'lose']",16,30,-14,1,2,18,27,33,38,-15,42,6.069658207893372,5.698522925376892,36.881457567214966,39.15101671218872,10.198464393615723,8.149070739746094,0.40654407079194615,0.2989676015360372,0.1881295513494331,0.14190110096935163,0.7546075009164356,0.5914809870341468,18.437067698449482,15.195395817642748,0,0,0.4523809523809524,0.22535211267605634,0.3333333333333333,0.39436619718309857,0.21428571428571427,0.38028169014084506,1,9,5,57,-0.3711352825164802,2.269559144973755,-2.049393653869629,-0.10757646925590897,-0.04622845038008147,-0.16312651388228883,-3.2416718808067344,0,"[0.4421193159522991, 0.27966512319122433, 0.27821556085647664]"
ATHLETIC,VILLARREAL,spanish,"[0.37416253306829056, 0.28344632172755924, 0.3423911452041502]","['lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose']","['draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win']",28,36,-8,6,3,33,32,28,24,5,27,7.330378913879395,6.07374186515808,52.496888399124146,53.31354808807373,11.343236684799194,8.406416893005371,0.4570635779057237,0.49224092978898376,0.1816131693232536,0.1459297823876211,0.77477814356486,0.4185042566723294,12.459622982593373,12.86001645655233,0,0,0.5029585798816568,0.29310344827586204,0.25443786982248523,0.41379310344827586,0.24260355029585798,0.29310344827586204,-3,-1,-4,22,-1.2566370487213145,0.816659688949585,-2.9368197917938232,0.035177351883260044,-0.0356833869356325,-0.3562738868925306,0.40039347395895675,0,"[0.37416253306829056, 0.28344632172755924, 0.3423911452041502]"
OSASUNA,SEVILLA FC,spanish,"[0.16096587865603193, 0.24001203405901542, 0.5990220872849528]","['lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'draw']","['win', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'lose']",25,48,-23,4,6,22,34,31,16,-9,43,6.381166410446167,6.701633882522583,41.84750843048096,67.26583886146545,9.499947547912598,13.615798473358154,0.3240023116634588,0.34390789457148113,0.17333858660871437,0.18513504894228305,0.8018080754713579,0.9788569348199027,20.570395817642748,19.874135396898964,0,0,0.42391304347826086,0.28205128205128205,0.2717391304347826,0.34615384615384615,0.30434782608695654,0.3717948717948718,2,12,-15,52,0.320467472076416,25.418330430984497,4.115850925445557,0.019905582908022357,0.01179646233356868,0.17704885934854475,-0.6962604207437835,0,"[0.16096587865603193, 0.24001203405901542, 0.5990220872849528]"
LEVANTE,ATHLETIC,spanish,"[0.37871120108295164, 0.27987831783334643, 0.34141048108370187]","['draw', 'lose', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'draw', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'draw']","['lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'lose']",31,29,2,4,2,34,34,33,29,1,33,6.177910339832305,7.065189456939697,52.77527332305908,50.24844419956207,9.07424783706665,14.671618342399597,0.38342654966363543,0.45075401117508407,0.2207020719044494,0.28525102910607125,0.7526227746254359,0.63738907178243,16.836924477205343,10.979811491296687,0,0,0.42391304347826086,0.2222222222222222,0.2717391304347826,0.28888888888888886,0.30434782608695654,0.4888888888888889,-2,0,-4,32,0.8872791171073917,-2.5268291234970093,5.597370505332947,0.06732746151144864,0.06454895720162185,-0.11523370284300594,-5.857112985908657,0,"[0.37871120108295164, 0.27987831783334643, 0.34141048108370187]"
EIBAR,HUESCA,spanish,"[0.5324573323027968, 0.25953101244795207, 0.20801165524925122]","['draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'win', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win']","['lose', 'draw', 'draw', 'draw', 'lose', 'win', 'draw', 'lose', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose']",21,19,2,1,1,19,21,27,35,-8,29,5.521943712234497,6.134829103946686,50.40741419792175,48.44072878360748,13.260497808456421,12.599232196807861,0.219039212367815,0.4032720353959731,0.23221578141710564,0.1607314423413832,0.3813489635785421,0.6773037504582178,16.86865755110267,15.968533849224741,0,0,0.35,0.30303030303030304,0.325,0.3484848484848485,0.325,0.3484848484848485,0,2,8,37,0.6128853917121884,-1.96668541431427,-0.6612656116485596,0.1842328230281581,-0.07148433907572244,0.2959547868796757,-0.9001237018779307,0,"[0.5324573323027968, 0.25953101244795207, 0.20801165524925122]"
SEVILLA FC,BARCELONA,spanish,"[0.3184977137957521, 0.25835204176721976, 0.4231502444370281]","['win', 'win', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'win', 'win', 'lose', 'win', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'draw', 'lose', 'lose']","['win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'lose']",51,50,1,9,7,36,53,16,22,20,33,6.850816941261291,6.858892405033112,63.13291943073273,74.40010190010071,11.807899236679077,17.441730976104736,0.42195394728574054,0.3316575807820601,0.24256752447114152,0.219006848188684,0.48942846740995133,0.28962276776631674,18.642598954410687,12.872532156546413,0,0,0.4787234042553192,0.2911392405063291,0.2872340425531915,0.31645569620253167,0.23404255319148937,0.3924050632911392,-2,17,6,13,0.008075463771820779,11.267182469367981,5.633831739425659,-0.09029636650368045,-0.023560676282457532,-0.1998056996436346,-5.770066797864274,0,"[0.3184977137957521, 0.25835204176721976, 0.4231502444370281]"
ALAVÉS,OSASUNA,spanish,"[0.41290818234458204, 0.31810332781362693, 0.268988489841791]","['lose', 'draw', 'win', 'lose', 'draw', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'draw', 'win']","['lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'draw', 'lose']",22,25,-3,3,2,20,22,38,33,-18,40,5.232448029518127,5.790583205223084,36.33476257324219,41.42375421524048,8.571962118148804,7.749973773956299,0.2869182501176391,0.1620011558317294,0.24603022817422632,0.1700026266376905,0.32620937152514384,0.700904037735679,19.789008462306185,18.785197908821374,0,0,0.39473684210526316,0.3069306930693069,0.27631578947368424,0.2871287128712871,0.32894736842105265,0.40594059405940597,-1,2,-5,58,0.5581351757049564,5.088991641998291,-0.8219883441925049,-0.12491709428590972,-0.07602760153653582,0.37469466621053515,-1.0038105534848114,0,"[0.41290818234458204, 0.31810332781362693, 0.268988489841791]"
GETAFE,VALENCIA,spanish,"[0.3231673127539674, 0.28819241313496974, 0.38864027411106294]","['win', 'win', 'win', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'win', 'draw', 'lose', 'win', 'draw', 'draw', 'lose', 'draw', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'draw']","['win', 'draw', 'lose', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'draw']",24,27,-3,4,2,17,30,30,32,-13,43,4.927086687088012,6.206881940364838,38.11324322223663,51.290374875068665,5.560019254684448,9.383288979530334,0.14230735517392373,0.2729772628702968,0.4282372064245886,0.2437280822441451,0.6745998104413351,0.8408894390340835,17.54500205706904,15.903341141910687,0,0,0.4444444444444444,0.30434782608695654,0.3492063492063492,0.2717391304347826,0.20634920634920634,0.42391304347826086,-2,13,2,56,1.2797952532768253,13.177131652832031,3.8232697248458862,0.13066990769637304,-0.18450912418044352,0.16628962859274843,-1.6416609151583543,0,"[0.3231673127539674, 0.28819241313496974, 0.38864027411106294]"
CELTA,VALLADOLID,spanish,"[0.5192784349158457, 0.27202257188166873, 0.2086989932024856]","['win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'win', 'lose', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'draw', 'draw', 'lose', 'draw', 'draw']","['draw', 'draw', 'lose', 'lose', 'win', 'draw', 'win', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'draw', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'win']",29,21,8,6,2,29,22,36,35,-7,29,5.868272888660432,5.747817873954773,47.996169209480286,40.52693510055542,6.5954636335372925,7.5757075548172,0.43688693609380497,0.4080130773185956,0.21986840035696342,0.2836239519652787,0.3832760646229698,0.5293103927657719,19.451670570955343,22.022820539136603,0,0,0.5277777777777778,0.19791666666666666,0.2777777777777778,0.3958333333333333,0.19444444444444445,0.40625,-4,-7,-1,36,-0.12045501470565867,-7.469234108924866,0.9802439212799072,-0.02887385877520937,0.06375555160831525,0.14603432814280204,2.5711499681812597,0,"[0.5192784349158457, 0.27202257188166873, 0.2086989932024856]"
CÁDIZ CF,REAL BETIS,spanish,"[0.2644864334183426, 0.2544615107356737, 0.48105205584598376]","['lose', 'lose', 'draw', 'draw', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'win', 'lose', 'win', 'win', 'win', 'win', 'lose']","['win', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'win', 'win', 'lose', 'win', 'lose', 'lose']",25,36,-11,2,5,21,32,40,38,-19,51,5.726889288425445,6.278757882118225,27.77905011177063,55.01182532310486,5.736897230148315,11.890933156013489,0.33077868079554296,0.4119006830759513,0.2602406539958277,0.22479755904179466,0.5781238073394412,0.8366126312149895,15.686266078273206,16.090004114138083,0,0,0.2696078431372549,0.2196969696969697,0.5637254901960784,0.3560606060606061,0.16666666666666666,0.42424242424242425,3,11,-2,70,0.5518685936927801,27.23277521133423,6.154035925865173,0.08112200228040833,-0.03544309495403303,0.2584888238755483,0.4037380358648761,0,"[0.2644864334183426, 0.2544615107356737, 0.48105205584598376]"
GRANADA,ELCHE,spanish,"[0.5309846083395061, 0.250205166760105, 0.21881022490038887]","['win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'lose', 'draw', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'draw', 'lose', 'draw', 'win', 'lose', 'lose']","['lose', 'draw', 'win', 'draw', 'draw', 'lose', 'draw', 'draw', 'lose', 'lose', 'draw', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose']",30,21,9,6,2,29,20,41,36,-12,32,4.949261462688446,6.068032121658325,39.57550835609436,48.48884677886963,8.074535369873047,6.740632891654968,0.4619838007680186,0.30399026046755684,0.07095055048467581,0.08503698108860253,0.5457404935170733,0.7671495400723957,16.98426692461237,19.737315102205343,0,0,0.5268817204301075,0.25773195876288657,0.3333333333333333,0.23711340206185566,0.13978494623655913,0.5051546391752577,-4,-9,-5,44,1.1187706589698792,8.913338422775269,-1.3339024782180786,-0.15799354030046175,0.014086430603926711,0.22140904655532234,2.753048177592973,0,"[0.5309846083395061, 0.250205166760105, 0.21881022490038887]"
VILLARREAL,ATLETICO MADRID,spanish,"[0.18894420145235719, 0.15503413788867762, 0.6560216606589651]","['draw', 'win', 'win', 'win', 'win', 'draw', 'draw', 'draw', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'draw', 'win', 'draw']","['win', 'win', 'draw', 'win', 'win', 'win', 'win', 'win', 'win', 'win', 'win', 'draw', 'lose', 'draw', 'win', 'win', 'win', 'win', 'win', 'draw', 'draw', 'win', 'win', 'win']",37,58,-21,5,8,33,47,25,17,8,39,6.1868709325790405,6.426566207408905,52.656774044036865,54.957236766815186,5.7032084465026855,18.92063295841217,0.5794537982278252,0.37691762848317534,0.07296489119381055,0.16517164875369555,0.6467521283361647,0.08040103316307068,11.739905745648343,15.673848954410687,0,0,0.3829787234042553,0.23333333333333334,0.3829787234042553,0.5444444444444444,0.23404255319148937,0.2222222222222222,3,14,-8,31,0.23969527482986486,2.3004627227783203,13.217424511909485,-0.20253616974464983,0.092206757559885,-0.566351095173094,3.9339432087623436,0,"[0.18894420145235719, 0.15503413788867762, 0.6560216606589651]"
