,Home Team,Away Team,year,league,Home_win,Draw_win,Away_win,HT_results,AT_results
4985,NICE,LYON,2020,french,0.2993846485331162,0.296217409671668,0.4043979417952158,"['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win']","['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose']"
4986,BREST,MONTPELLIER,2020,french,0.3882144221874737,0.3281800292845113,0.28360554852801495,"['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw']","['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw']"
4987,STRASBOURG,BORDEAUX,2020,french,0.4668076270316717,0.3202419963039834,0.21295037666434471,"['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose']","['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose']"
4988,SAINT-ÉTIENNE,NIMES,2020,french,0.565211408095724,0.2590543191956615,0.1757342727086145,"['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw']"
4989,NANTES,ANGERS,2020,french,0.3986400612601794,0.23183884999816157,0.369521088741659,"['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw']","['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw']"
4990,DIJON,MONACO,2020,french,0.34490590292235535,0.27088606598220766,0.38420803109543694,"['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose']","['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw']"
4991,LORIENT,STADE RENNAIS,2020,french,0.2220750856660077,0.25270149540346826,0.5252234189305239,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw']","['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win']"
4992,LILLE,PSG,2020,french,0.4676973723366259,0.2592880105548499,0.2730146171085242,"['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win']","['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose']"
4993,BORDEAUX,STADE DE REIMS,2020,french,0.4859058741590647,0.29107771291351675,0.22301641292741858,"['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose']","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw']"
4994,STADE RENNAIS,FC METZ,2020,french,0.5199140079590664,0.27636794917442753,0.20371804286650605,"['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'win']","['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose']"
4995,NICE,LORIENT,2020,french,0.5880540575197238,0.25909931988353885,0.15284662259673726,"['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win']"
4996,RC LENS,BREST,2020,french,0.5091833337057882,0.302505002071547,0.1883116642226649,"['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win']","['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw']"
4997,NIMES,DIJON,2020,french,0.4121562470578805,0.28798067349496753,0.2998630794471519,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose']"
4998,ANGERS,MARSEILLE,2020,french,0.28488837654587235,0.2900594167010502,0.4250522067530774,"['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'lose']","['lose', 'draw', 'draw', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win']"
4999,MONACO,SAINT-ÉTIENNE,2020,french,0.5298554539268877,0.2630610575257831,0.20708348854732908,"['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win']","['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win']"
5000,MONTPELLIER,LILLE,2020,french,0.37011957549886915,0.35984678779738305,0.2700336367037478,"['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win']","['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose']"
5001,PSG,STRASBOURG,2020,french,0.7395366502699204,0.15112895895053324,0.1093343907795463,"['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose']","['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose']"
5002,LYON,NANTES,2020,french,0.7358605340855072,0.15949940786574207,0.10464005804875058,"['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win']","['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose']"
5003,NANTES,STADE RENNAIS,2020,french,0.20304345473064225,0.2299869957407624,0.5669695495285954,"['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose']","['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'win']"
5004,FC METZ,BORDEAUX,2020,french,0.3620440792821853,0.29353341232589714,0.3444225083919176,"['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose']","['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose']"
5005,STRASBOURG,NIMES,2020,french,0.514264176481198,0.2233045922858585,0.26243123123294343,"['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose', 'lose']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'draw']"
5006,BREST,NICE,2020,french,0.3991098420685577,0.2965290060734341,0.3043611518580082,"['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw', 'lose']","['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'win']"
5007,LORIENT,MONACO,2020,french,0.4894364614643507,0.2637138208063372,0.24684971772931197,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win']","['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win']"
5008,STADE DE REIMS,DIJON,2020,french,0.4832787781253121,0.2470801575674391,0.2696410643072488,"['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw', 'draw', 'lose']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win']"
5009,LILLE,ANGERS,2020,french,0.6497555341115144,0.19097877834797541,0.1592656875405101,"['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw']","['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose']"
5010,LYON,RC LENS,2020,french,0.6260623307366029,0.20297081702302025,0.17096685224037683,"['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose']","['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'win']"
5011,SAINT-ÉTIENNE,PSG,2020,french,0.28299338237733873,0.19252085246827616,0.5244857651543852,"['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose']","['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win']"
5012,MARSEILLE,MONTPELLIER,2020,french,0.5503209412200394,0.29413115908565324,0.15554789969430746,"['lose', 'draw', 'draw', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'win']","['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw']"
5013,DIJON,MARSEILLE,2020,french,0.22115654373448917,0.21830783215620825,0.5605356241093025,"['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win']","['lose', 'draw', 'draw', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'win']"
5014,RC LENS,STRASBOURG,2020,french,0.48409794627874186,0.2980897065038993,0.21781234721735873,"['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'win', 'lose']","['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose']"
5015,NIMES,LILLE,2020,french,0.22370520183453402,0.21778386164841923,0.5585109365170466,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'draw', 'draw']","['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'win']"
5016,FC METZ,NICE,2020,french,0.3652742488466776,0.28243524198292275,0.35229050917039956,"['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw']","['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'win', 'win']"
5017,MONTPELLIER,NANTES,2020,french,0.5299628612591427,0.28666172427760345,0.18337541446325378,"['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'lose']","['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win']"
5018,PSG,BREST,2020,french,0.7432610549954125,0.14894789855091065,0.10779104645367676,"['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win']","['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose']"
5019,BORDEAUX,LORIENT,2020,french,0.5058482967703842,0.2716878515216424,0.22246385170797334,"['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'win']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win']"
5020,STADE RENNAIS,LYON,2020,french,0.34596464068206817,0.344018745563227,0.31001661375470485,"['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw']","['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win']"
5021,STADE DE REIMS,SAINT-ÉTIENNE,2020,french,0.3819781402741728,0.3410704094453787,0.27695145028044843,"['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose']","['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win']"
5022,MONACO,ANGERS,2020,french,0.5587847547244666,0.28577528905921734,0.1554399562163161,"['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose']","['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win']"
5023,MONTPELLIER,MONACO,2020,french,0.3124087720650044,0.34710037162901614,0.3404908563059795,"['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'lose']","['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose']"
5024,MARSEILLE,NIMES,2020,french,0.776247924629418,0.14498273093814884,0.07876934443243316,"['lose', 'draw', 'draw', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'draw', 'draw', 'lose']"
5025,ANGERS,PSG,2020,french,0.13604317363864704,0.20899741622034831,0.6549594101410047,"['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'lose']","['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win']"
5026,BREST,STADE RENNAIS,2020,french,0.24681501857834207,0.22822163135713255,0.5249633500645254,"['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win']","['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'win']"
5027,NICE,BORDEAUX,2020,french,0.4426875719144661,0.3077701748899679,0.24954225319556597,"['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'win', 'win', 'lose']","['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win']"
5028,NANTES,RC LENS,2020,french,0.3201040610765359,0.28653290712444357,0.39336303179902055,"['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'lose']","['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw']"
5029,STRASBOURG,SAINT-ÉTIENNE,2020,french,0.3910460382003637,0.26057875083551185,0.34837521096412444,"['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw']","['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose']"
5030,LILLE,STADE DE REIMS,2020,french,0.6451816225617607,0.21509176012444628,0.13972661731379304,"['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'win', 'draw']","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose']"
5031,LYON,FC METZ,2020,french,0.6538646866444336,0.19939581027619893,0.1467395030793674,"['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose']","['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose']"
5032,LORIENT,DIJON,2020,french,0.5201798218811406,0.30631569340737064,0.17350448471148872,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'win']","['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose']"
5033,PSG,MONTPELLIER,2020,french,0.7772852755252203,0.14309586319979253,0.0796188612749872,"['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win']","['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'lose', 'draw']"
5034,RC LENS,NICE,2020,french,0.47731949316898603,0.29120292375804524,0.2314775830729687,"['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'lose']","['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win']"
5035,MONACO,MARSEILLE,2020,french,0.5335416391113946,0.2768736716784241,0.18958468921018118,"['draw', 'win', 'win', 'draw', 'win', 'win', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win']","['lose', 'draw', 'draw', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'win', 'lose', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win']"
5036,BORDEAUX,ANGERS,2020,french,0.6045803828219329,0.2061884929628591,0.1892311242152079,"['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'win']","['lose', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win']"
5037,FC METZ,NANTES,2020,french,0.5067959199014147,0.29544857841879263,0.19775550167979272,"['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose']","['win', 'draw', 'win', 'lose', 'draw', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'draw']"
5038,STADE DE REIMS,BREST,2020,french,0.40025936498795434,0.2820372694457648,0.3177033655662809,"['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'draw']","['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win', 'lose']"
5039,DIJON,STRASBOURG,2020,french,0.3428238868376273,0.3051950906524007,0.3519810225099719,"['lose', 'lose', 'draw', 'draw', 'draw', 'lose', 'draw', 'lose', 'lose', 'draw', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'lose']","['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose']"
5040,STADE RENNAIS,LILLE,2020,french,0.3683287778988689,0.3117713863970515,0.31989983570407965,"['win', 'win', 'draw', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'draw', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'win', 'draw', 'win', 'draw']","['draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'draw', 'draw', 'win', 'lose', 'draw', 'win', 'draw', 'win']"
5041,SAINT-ÉTIENNE,LYON,2020,french,0.2916057714166523,0.26304362833980854,0.4453506002435391,"['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win']","['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'lose']"
5042,NIMES,LORIENT,2020,french,0.2971904841349358,0.24775328657724555,0.4550562292878185,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'lose', 'draw', 'draw', 'lose', 'lose']","['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'win', 'lose']"
5043,LYON,BORDEAUX,2020,french,0.7262477736691797,0.16714697880753374,0.10660524752328651,"['win', 'draw', 'draw', 'win', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'lose', 'lose']","['draw', 'draw', 'draw', 'win', 'win', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'lose', 'draw', 'lose', 'lose', 'lose', 'lose', 'win', 'win', 'win']"
5044,MONTPELLIER,RC LENS,2020,french,0.2884134024203045,0.26666308587328535,0.4449235117064101,"['win', 'win', 'win', 'lose', 'lose', 'win', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'win', 'draw', 'win', 'draw', 'lose', 'draw', 'lose', 'draw']","['win', 'win', 'win', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'lose', 'draw', 'draw', 'win', 'draw', 'draw', 'win', 'win', 'lose', 'draw', 'lose', 'win']"
5045,NICE,SAINT-ÉTIENNE,2020,french,0.5419704836612438,0.26076056474125203,0.19726895159750413,"['win', 'lose', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'win', 'draw', 'win', 'win', 'lose', 'win', 'lose']","['win', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'draw', 'draw', 'lose', 'draw', 'win', 'draw', 'lose', 'lose', 'win', 'lose', 'win', 'lose', 'win', 'draw']"
5046,STRASBOURG,STADE DE REIMS,2020,french,0.43404670101923465,0.28153383930348047,0.2844194596772849,"['lose', 'win', 'lose', 'lose', 'lose', 'draw', 'draw', 'lose', 'win', 'win', 'lose', 'draw', 'draw', 'win', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose']","['lose', 'lose', 'lose', 'win', 'lose', 'draw', 'win', 'draw', 'win', 'win', 'draw', 'draw', 'draw', 'draw', 'draw', 'draw', 'lose', 'lose', 'lose', 'draw', 'lose']"
5047,BREST,FC METZ,2020,french,0.3890059634898544,0.2747595011646164,0.3362345353455292,"['lose', 'win', 'lose', 'win', 'win', 'win', 'draw', 'win', 'lose', 'lose', 'win', 'lose', 'win', 'draw', 'draw', 'draw', 'lose', 'lose', 'win', 'lose', 'win']","['lose', 'win', 'win', 'win', 'draw', 'lose', 'lose', 'win', 'draw', 'draw', 'win', 'draw', 'lose', 'lose', 'lose', 'lose', 'lose', 'draw', 'lose', 'lose', 'lose']"
5048,LORIENT,PSG,2020,french,0.16574135577163365,0.1766566436477729,0.6576020005805935,"['win', 'lose', 'draw', 'lose', 'lose', 'lose', 'win', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win', 'draw', 'win', 'win', 'win', 'win', 'lose', 'lose']","['win', 'lose', 'win', 'win', 'win', 'draw', 'lose', 'win', 'win', 'win', 'win', 'win', 'win', 'lose', 'lose', 'lose', 'win', 'win', 'win', 'lose', 'win']"
